Notebook,Window,Window_Start,Window_End,VaR_Historical_95,VaR_Historical_99,VaR_Parametric_95,VaR_Parametric_99,Expected_Shortfall_95,Expected_Shortfall_99,Max_Drawdown,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Scenario_Return,Worst_Day,Worst_Return,Historical_VaR_Method,Expected_Shortfall_Method,Max_Drawdown_Method,Max_Drawdown_Scope
02_Risk_metrics,full_history,2018-01-04,2025-12-30,-0.014497949798364195,-0.02961035162902459,-0.018367662623634547,-0.026089041733367263,-0.02672550114108544,-0.053258977150660074,0.43510844925854897,0.06769928000119507,0.17985932227647794,0.3764012848726763,,,,historical_percentile,mean_below_historical_var,exp_cumsum_vs_cummax,full_history
