Notebook,Window,Window_Start,Window_End,VaR_Historical_95,VaR_Historical_99,VaR_Parametric_95,VaR_Parametric_99,Expected_Shortfall_95,Expected_Shortfall_99,Max_Drawdown,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Scenario_Return,Worst_Day,Worst_Return,Historical_VaR_Method,Expected_Shortfall_Method,Max_Drawdown_Method,Max_Drawdown_Scope
04_Market_stock_stress_testing,stress_window,2020-03-01,2020-05-01,-0.08608526638976305,-0.12765357347123807,,,-0.11482145398838346,,0.24028709939198867,,,,-0.20800000000000002,2020-03-09,-0.1344640734678858,historical_percentile,mean_below_historical_var,exp_cumsum_vs_cummax,stress_window
